IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
172.64.48.205,180,261,202,10
108.162.195.82,176,263,202,10
198.41.196.152,189,247,203,10
104.18.93.210,185,233,203,10
104.27.49.188,182,286,203,10
104.17.86.245,183,282,203,10
104.19.200.87,176,270,203,10
162.159.212.40,176,294,203,10
104.17.221.221,179,298,204,10
104.17.163.140,177,251,204,10
198.217.251.23,183,265,204,10
104.17.147.161,183,270,204,10
104.19.133.43,190,215,204,10
162.159.241.70,189,210,204,10
104.20.83.213,187,220,204,10
104.20.203.136,196,210,204,10
104.19.158.22,174,269,205,10
104.18.44.179,176,271,205,10
104.19.150.187,181,268,205,10
104.20.142.151,196,211,205,10
1.0.0.48,178,289,205,10
104.17.228.217,186,263,205,10
104.19.157.60,176,284,205,10
104.16.202.143,197,216,205,10
104.18.138.192,179,236,205,10
173.245.59.226,177,258,205,10
162.159.23.163,178,276,205,10
172.67.13.107,198,217,206,10
172.64.176.140,177,298,206,10
104.27.65.243,191,218,206,10
104.20.149.231,198,216,206,10
104.17.17.22,183,276,206,10
104.20.64.129,182,238,206,10
104.18.18.138,190,212,206,10
162.159.26.205,178,283,206,10
104.17.73.60,177,286,206,10
104.18.26.189,194,211,207,10
104.27.34.234,200,215,207,10
104.19.168.124,182,287,208,10
104.17.100.99,175,288,208,10
104.16.163.27,175,264,208,10
104.19.159.139,179,299,209,10
104.17.220.157,178,284,210,10
104.17.84.247,177,289,210,10
104.19.225.252,183,297,210,10
104.16.65.123,177,270,210,10
104.16.27.28,182,276,210,10
104.16.36.117,188,290,211,10
104.17.252.16,179,283,211,10
104.25.216.190,191,238,211,10
172.64.98.18,172,271,212,10
104.18.233.178,176,287,212,10
104.18.13.237,180,270,212,10
104.19.216.78,178,279,212,10
104.18.235.231,180,281,213,10
104.18.90.42,179,285,213,10
104.19.8.129,190,265,213,10
198.41.207.41,184,291,214,10
104.16.118.19,205,229,215,10
104.19.16.115,197,267,215,10
104.18.99.184,178,291,216,10
104.18.16.60,204,234,217,10
104.21.235.116,204,231,217,10
104.19.247.9,206,227,218,10
172.66.46.39,183,288,218,10
104.16.80.120,179,297,218,10
104.18.70.115,181,297,218,10
104.17.99.81,175,298,218,10
104.18.7.171,175,295,219,10
104.19.13.15,200,251,219,10
104.17.124.212,198,272,220,10
104.21.232.80,207,244,221,10
104.19.254.99,203,238,221,10
104.18.144.86,175,269,221,10
104.16.125.169,208,237,222,10
104.16.44.180,173,284,222,10
104.16.206.114,197,289,223,10
104.17.61.98,186,298,224,10
104.16.115.1,207,239,224,10
162.159.247.196,207,238,225,10
104.21.197.102,187,235,225,10
104.21.76.247,184,269,225,10
162.159.245.56,212,248,225,10
172.67.226.187,189,268,226,10
104.17.210.107,198,295,226,10
104.18.161.202,180,281,226,10
104.21.112.153,187,266,226,10
104.16.240.211,186,295,229,10
104.21.217.118,190,266,229,10
104.21.42.31,189,268,229,10
172.67.168.39,192,268,230,10
104.21.5.4,188,266,231,10
162.159.8.128,203,281,231,10
172.67.139.172,189,270,233,10
162.159.5.149,198,282,233,10
172.67.247.63,187,265,233,10
172.67.239.218,196,263,234,10
104.21.204.107,196,270,234,10
104.16.188.90,174,297,235,10
172.67.196.139,194,272,235,10
104.21.99.8,190,266,236,10
104.21.51.37,194,269,236,10
104.21.30.184,188,272,236,10
104.21.29.19,188,270,237,10
172.67.197.140,191,266,237,10
104.21.86.224,190,268,237,10
104.21.193.92,195,266,238,10
104.21.124.99,195,274,238,10
172.67.142.169,194,272,239,10
104.21.47.202,186,273,239,10
172.67.157.61,195,265,239,10
104.18.211.232,182,275,239,10
104.21.110.112,189,277,241,10
104.21.82.28,194,275,241,10
104.21.118.133,188,270,242,10
104.21.119.146,189,270,242,10
172.67.249.3,195,268,242,10
172.66.2.85,178,298,243,10
104.21.4.169,199,275,243,10
172.67.204.7,196,275,243,10
104.21.69.182,195,269,243,10
172.67.194.100,195,272,243,10
172.67.202.255,226,279,243,10
104.21.68.37,223,275,243,10
104.21.62.251,223,273,244,10
172.67.180.234,227,271,244,10
172.67.250.232,194,278,244,10
172.67.164.138,188,280,244,10
104.21.19.206,189,275,245,10
104.21.96.223,227,268,245,10
104.21.53.181,225,271,245,10
104.21.24.37,226,269,245,10
104.21.127.25,196,268,245,10
104.21.45.151,185,273,246,10
104.21.13.97,226,278,246,10
172.67.217.25,224,281,246,10
172.67.184.211,226,271,246,10
104.21.94.178,195,271,246,10
172.67.135.230,199,277,246,10
188.114.99.16,189,270,247,10
172.67.140.123,189,277,247,10
104.21.220.52,225,269,247,10
104.21.17.131,192,281,247,10
172.67.243.225,196,271,247,10
172.67.232.182,227,269,248,10
104.21.38.65,227,277,248,10
172.67.189.173,192,277,248,10
104.21.126.50,227,268,249,10
104.21.115.35,227,275,249,10
104.21.223.4,188,281,250,10
104.21.199.119,188,274,251,10
104.21.87.249,227,279,251,10
172.67.200.173,226,277,251,10
172.67.159.114,191,276,251,10
172.67.193.225,229,275,252,10
172.67.248.176,227,274,252,10
104.21.0.16,228,271,252,10
104.21.212.99,231,270,253,10
104.21.28.29,230,282,253,10
172.67.220.98,229,271,254,10
172.67.191.118,225,268,254,10
172.67.230.165,229,274,259,10
172.67.94.5,164,194,176,20
104.20.243.3,166,187,177,20
104.25.211.143,169,186,179,20
198.41.218.152,176,185,179,20
104.16.60.67,178,188,182,20
104.18.101.70,177,190,182,20
104.19.29.11,175,191,182,20
104.18.230.248,176,199,183,20
104.18.239.36,173,202,183,20
162.159.12.231,176,194,183,20
172.64.92.135,175,190,183,20
198.41.206.138,178,193,184,20
104.17.225.138,176,201,184,20
172.64.80.208,173,224,184,20
104.17.154.34,178,193,184,20
104.24.228.216,176,191,185,20
104.19.46.72,174,205,186,20
104.17.36.218,180,204,186,20
104.16.219.98,176,204,186,20
104.16.45.19,174,233,187,20
104.18.143.206,176,199,187,20
104.19.151.251,177,210,187,20
104.17.246.86,178,219,187,20
104.19.210.133,179,208,188,20
104.18.220.222,173,210,188,20
104.17.157.107,174,210,188,20
198.41.197.249,177,209,188,20
198.41.198.150,175,216,188,20
104.19.215.169,178,217,188,20
104.18.250.182,177,207,189,20
172.66.3.74,177,234,189,20
104.27.75.70,178,201,189,20
104.25.0.52,180,204,189,20
104.19.199.180,178,212,190,20
104.18.34.6,184,197,190,20
104.18.72.63,179,218,190,20
104.19.174.240,178,250,190,20
104.25.180.66,177,202,191,20
104.16.227.141,177,214,191,20
104.17.62.235,175,255,191,20
104.20.1.206,182,199,192,20
172.67.118.42,182,206,192,20
104.18.197.57,174,273,192,20
104.27.78.89,184,206,193,20
162.159.48.6,180,203,193,20
104.27.105.224,184,204,193,20
104.17.206.81,182,210,193,20
104.25.119.222,180,211,194,20
104.24.171.230,181,205,194,20
104.27.100.123,183,203,194,20
104.16.239.5,175,264,194,20
104.17.43.45,188,211,195,20
104.17.159.29,182,220,195,20
172.67.105.40,181,205,195,20
104.20.84.54,184,200,195,20
104.20.217.177,192,198,195,20
104.18.254.58,173,282,195,20
172.67.18.194,187,206,196,20
104.17.148.211,177,277,196,20
104.17.208.231,179,246,196,20
198.41.203.156,177,270,196,20
104.16.201.252,183,239,197,20
104.24.216.227,184,209,197,20
104.19.191.92,175,289,197,20
104.18.223.145,176,291,197,20
104.18.245.76,172,287,197,20
104.16.139.233,188,235,197,20
162.159.62.85,179,299,198,20
104.16.22.28,177,287,198,20
198.41.215.197,185,236,198,20
162.159.3.58,179,288,198,20
104.16.234.125,176,267,199,20
104.17.49.163,177,290,199,20
104.22.11.34,192,205,199,20
104.17.141.206,176,226,199,20
104.17.122.147,177,226,199,20
104.16.38.172,180,249,199,20
104.17.95.121,186,271,199,20
104.25.181.182,193,223,199,20
104.16.84.101,191,218,200,20
104.17.65.243,177,253,200,20
104.16.79.162,175,290,201,20
104.16.126.208,186,214,201,20
104.17.184.71,175,257,201,20
104.18.105.235,184,284,202,20
104.25.226.230,181,258,202,20
162.159.21.83,175,294,202,20
104.16.192.106,176,284,202,20
104.17.162.84,182,274,202,20
104.17.255.12,177,291,202,20
104.18.61.137,174,256,203,20
104.19.184.230,184,246,203,20
104.16.10.146,181,286,203,20
104.18.140.81,176,282,204,20
104.17.123.61,174,259,204,20
104.17.180.170,178,266,204,20
104.18.141.58,180,266,204,20
104.16.143.55,179,299,204,20
104.19.232.9,178,274,204,20
104.17.105.61,175,285,206,20
104.16.74.64,183,286,206,20
104.18.71.72,178,254,206,20
104.17.97.33,180,287,206,20
104.16.31.246,181,240,207,20
108.162.194.8,174,292,207,20
104.18.52.231,176,269,208,20
104.18.252.71,188,250,208,20
104.16.186.210,179,263,208,20
104.18.253.212,177,286,208,20
104.16.183.235,178,299,208,20
104.19.154.210,177,283,209,20
104.17.32.123,188,254,209,20
104.16.245.196,188,275,209,20
104.18.248.112,186,292,209,20
104.19.222.36,178,256,210,20
104.16.152.156,172,282,211,20
108.162.193.213,176,294,211,20
104.16.13.239,177,276,212,20
104.16.212.93,181,254,212,20
172.64.156.239,180,298,213,20
104.17.229.241,178,253,213,20
104.18.160.40,186,267,213,20
104.18.155.44,178,285,213,20
104.17.139.40,201,228,213,20
104.17.58.219,200,243,213,20
104.19.219.153,177,285,214,20
104.18.185.231,185,265,214,20
104.18.163.247,174,262,214,20
104.18.65.169,178,288,214,20
104.16.146.152,200,254,214,20
104.18.97.113,175,291,215,20
104.16.23.140,177,293,215,20
104.17.39.32,184,299,215,20
104.17.2.142,175,293,216,20
104.18.227.96,188,285,216,20
104.16.18.199,176,284,217,20
104.18.95.66,177,299,217,20
104.17.215.250,178,298,217,20
104.17.68.216,175,293,218,20
104.17.185.5,183,295,218,20
104.19.166.187,181,293,218,20
104.17.28.76,189,292,220,20
172.64.95.96,178,261,220,20
104.18.151.63,197,274,220,20
104.19.171.224,197,254,221,20
104.18.205.116,197,278,223,20
172.64.155.199,180,284,224,20
162.159.4.88,173,270,227,20
104.17.174.254,180,297,227,20
104.16.70.2,192,286,228,20
104.18.79.183,178,285,229,20
172.67.161.123,188,268,229,20
104.19.239.70,182,274,229,20
104.18.175.208,175,299,231,20
104.21.41.160,189,267,233,20
104.17.42.116,179,293,233,20
104.18.249.79,181,297,235,20
172.67.201.217,198,282,239,20
104.21.22.159,198,268,242,20
172.64.101.99,236,258,243,20
104.21.54.38,186,269,244,20
104.21.88.196,194,275,245,20
172.67.207.235,192,278,246,20
172.67.150.165,226,278,249,20
172.67.209.187,193,269,253,20
104.25.20.36,165,181,174,30
104.19.79.239,174,180,178,30
104.16.63.224,175,181,178,30
104.17.16.198,175,186,179,30
23.227.38.74,174,192,180,30
162.159.61.244,174,189,180,30
104.16.89.232,175,193,180,30
104.18.35.214,177,193,182,30
104.18.59.203,177,193,182,30
104.16.158.255,174,213,183,30
104.16.221.135,178,189,183,30
104.16.169.183,176,201,184,30
104.18.63.131,177,206,184,30
104.16.233.44,178,191,184,30
104.18.40.119,179,191,184,30
104.16.230.129,175,200,185,30
172.64.145.138,177,201,185,30
104.18.58.64,176,196,185,30
104.17.200.6,176,194,185,30
162.159.7.92,180,201,185,30
104.17.23.239,177,217,186,30
104.16.7.11,177,199,187,30
198.41.200.91,177,194,187,30
104.17.108.26,179,202,188,30
104.16.196.42,177,215,188,30
104.17.85.9,180,200,188,30
104.19.196.189,176,201,189,30
104.16.223.40,185,193,189,30
104.18.62.28,174,224,189,30
104.17.130.233,178,205,189,30
104.18.54.203,176,248,189,30
104.16.199.61,186,199,190,30
104.17.31.186,173,243,190,30
104.17.212.134,178,215,190,30
198.41.201.176,184,199,190,30
104.17.47.94,179,230,190,30
104.17.98.241,178,238,190,30
104.16.168.128,176,202,190,30
172.64.85.246,185,202,191,30
104.19.202.13,177,202,191,30
104.17.194.53,184,206,192,30
104.18.56.152,175,244,192,30
104.17.188.125,183,213,192,30
104.17.37.165,178,251,192,30
172.64.42.80,186,214,193,30
104.18.216.133,185,207,193,30
104.16.185.19,177,241,193,30
104.18.14.232,177,273,193,30
104.18.96.207,173,230,193,30
104.18.208.18,177,270,193,30
104.17.201.117,181,227,193,30
172.66.1.252,177,265,193,30
104.16.200.51,176,279,194,30
104.18.159.23,177,245,194,30
104.18.48.97,178,233,194,30
104.16.69.25,178,244,194,30
104.18.50.175,180,208,195,30
104.16.59.188,188,209,195,30
104.27.207.80,189,202,195,30
104.19.238.89,187,204,195,30
104.18.41.245,179,268,195,30
162.159.1.74,175,299,195,30
104.17.161.85,180,279,196,30
104.17.153.92,178,248,196,30
104.18.94.80,178,237,196,30
104.17.33.162,175,291,197,30
104.17.249.119,177,265,197,30
162.159.24.199,179,224,197,30
104.16.204.116,177,247,197,30
104.16.198.244,178,279,198,30
104.18.241.79,176,295,198,30
104.20.9.134,183,241,198,30
104.16.243.131,182,231,198,30
104.18.91.45,187,222,199,30
162.159.6.15,177,294,199,30
104.17.22.93,178,232,199,30
104.16.8.255,177,294,199,30
104.18.8.29,177,294,200,30
172.64.88.227,178,236,200,30
104.17.96.78,173,292,200,30
104.18.23.37,188,217,200,30
172.64.157.196,179,240,200,30
104.17.67.149,175,293,200,30
104.16.42.253,177,258,200,30
104.18.231.24,180,286,200,30
104.25.65.131,186,211,201,30
1.1.1.41,177,243,201,30
104.18.110.7,182,235,201,30
104.18.170.190,181,274,201,30
172.66.41.66,178,244,201,30
104.18.200.121,176,282,201,30
104.19.203.164,175,298,201,30
104.16.97.106,198,213,202,30
198.41.209.246,182,288,202,30
104.18.64.91,184,253,202,30
104.19.217.13,181,245,203,30
104.19.167.79,177,271,203,30
198.41.219.238,183,233,203,30
104.19.230.202,178,245,203,30
104.18.236.129,177,290,203,30
104.18.88.13,184,271,204,30
172.66.0.143,175,278,204,30
104.18.182.157,186,276,205,30
104.16.235.237,200,211,206,30
172.66.43.114,180,242,207,30
104.18.191.114,178,298,207,30
104.17.20.9,198,216,207,30
198.41.193.234,181,266,207,30
172.64.82.106,179,298,207,30
104.17.170.21,185,298,207,30
104.19.177.180,175,279,207,30
172.64.147.38,180,289,208,30
104.16.101.58,177,285,208,30
104.16.67.45,191,225,208,30
172.64.148.78,183,282,209,30
104.16.110.246,185,273,209,30
104.16.182.217,180,275,210,30
104.16.216.216,177,266,210,30
104.18.111.131,177,278,210,30
104.17.192.197,180,281,210,30
198.41.199.243,178,267,211,30
198.41.220.2,179,294,211,30
104.17.217.148,197,251,211,30
104.18.106.98,176,298,212,30
104.17.120.46,199,250,212,30
104.16.207.22,190,268,212,30
104.18.39.42,177,281,212,30
104.16.21.179,182,291,213,30
172.64.83.182,199,243,213,30
104.17.251.95,180,281,213,30
104.19.180.1,178,298,214,30
104.16.26.149,179,268,214,30
104.17.213.7,185,291,215,30
104.16.220.192,197,240,216,30
104.16.225.235,181,295,217,30
104.17.112.3,179,286,217,30
104.18.199.152,179,294,218,30
104.16.62.0,175,296,218,30
198.41.195.6,177,296,219,30
104.17.129.40,182,297,220,30
172.64.91.6,196,282,220,30
104.17.4.184,179,290,223,30
104.17.121.181,179,297,223,30
104.18.222.254,178,270,224,30
104.18.228.71,188,279,224,30
172.66.44.207,182,276,226,30
104.17.142.17,177,289,227,30
104.19.201.94,202,296,227,30
104.16.17.2,176,287,228,30
104.18.89.198,177,294,229,30
104.17.211.96,200,294,230,30
104.16.137.46,188,297,233,30
172.64.38.19,204,291,236,30
104.18.128.27,178,299,236,30
104.18.192.224,175,295,239,30
172.65.36.212,200,274,244,30
172.67.234.232,233,268,252,30
104.16.20.133,179,187,181,40
162.159.15.54,177,192,182,40
104.16.28.238,173,199,183,40
104.18.174.14,179,199,183,40
104.19.161.50,176,193,183,40
104.16.210.93,176,189,183,40
104.17.151.245,178,190,184,40
162.159.206.8,178,193,184,40
172.64.32.250,178,191,184,40
104.17.117.174,177,203,185,40
104.17.196.101,181,200,185,40
104.18.218.71,178,201,185,40
104.16.218.244,180,192,185,40
104.18.103.245,179,207,186,40
104.16.88.69,173,210,186,40
104.18.184.11,177,211,186,40
104.17.135.81,179,202,186,40
104.16.78.113,182,204,187,40
104.17.226.182,179,196,187,40
104.17.110.101,179,206,187,40
104.16.86.195,178,203,188,40
104.18.78.72,180,200,188,40
104.17.133.142,179,201,188,40
104.18.3.182,177,225,188,40
23.227.39.90,173,254,189,40
104.17.59.166,179,225,190,40
104.19.223.122,178,229,190,40
104.18.73.131,179,227,191,40
104.17.165.206,178,217,191,40
162.159.13.94,186,199,192,40
104.17.38.38,178,230,192,40
104.16.85.102,183,200,192,40
104.16.134.3,177,216,192,40
104.16.161.7,173,235,192,40
104.18.102.21,175,235,193,40
162.159.22.56,173,264,193,40
162.159.25.55,177,207,194,40
104.16.33.84,187,208,195,40
104.17.239.121,187,219,197,40
104.16.142.167,177,265,197,40
104.17.181.208,185,234,198,40
104.18.108.18,175,242,198,40
104.16.93.234,179,222,198,40
104.17.187.175,190,217,198,40
104.18.60.249,175,287,199,40
104.16.193.124,175,285,200,40
104.19.175.2,185,251,200,40
104.18.4.120,178,291,200,40
104.17.231.112,191,214,200,40
104.16.214.237,196,205,200,40
104.16.68.120,178,299,201,40
104.19.233.110,181,279,201,40
162.159.46.74,180,252,202,40
172.64.154.11,174,281,202,40
104.19.192.241,179,240,202,40
104.17.134.36,177,282,203,40
104.19.28.24,199,212,203,40
104.18.46.83,181,250,203,40
104.19.189.91,186,244,203,40
104.19.212.143,182,297,203,40
104.16.3.32,178,274,203,40
104.17.115.12,183,232,204,40
104.16.157.195,176,278,204,40
104.17.29.39,190,229,204,40
104.17.232.248,179,248,204,40
104.16.177.102,192,246,204,40
104.16.175.72,179,289,205,40
185.146.173.254,177,280,205,40
104.18.130.210,180,274,206,40
104.19.221.145,187,280,206,40
104.18.69.254,180,298,206,40
104.17.198.224,192,228,206,40
104.18.98.165,180,284,207,40
104.16.14.117,187,240,207,40
104.18.11.208,200,222,207,40
104.16.58.173,184,254,207,40
172.65.198.199,200,211,207,40
172.65.229.230,178,299,208,40
104.18.6.128,177,289,208,40
104.17.94.22,189,264,208,40
104.19.152.43,198,234,208,40
104.16.73.137,198,221,208,40
104.18.179.186,187,298,209,40
104.17.8.82,199,238,209,40
104.19.148.158,182,275,209,40
104.20.221.157,185,293,210,40
104.18.12.222,180,283,210,40
172.64.33.41,178,294,210,40
198.41.222.47,184,277,210,40
104.16.103.171,186,255,210,40
104.16.128.64,181,283,212,40
104.19.207.142,181,295,212,40
104.18.55.162,181,282,212,40
104.17.9.188,187,297,213,40
198.41.221.25,183,264,214,40
104.16.160.209,180,295,216,40
104.18.152.78,200,239,216,40
104.16.96.116,181,291,216,40
104.17.237.185,189,288,217,40
104.17.128.202,183,298,217,40
104.16.82.60,177,270,218,40
104.17.140.137,182,283,219,40
104.18.9.28,199,287,220,40
173.245.58.204,185,255,221,40
104.16.197.25,198,282,221,40
172.65.209.5,200,292,222,40
104.17.101.3,200,249,223,40
104.18.166.201,199,258,223,40
104.17.131.193,199,289,224,40
162.159.237.53,187,295,224,40
198.41.208.55,203,294,225,40
172.64.66.172,202,276,226,40
104.16.215.175,181,293,227,40
104.16.81.141,189,280,227,40
104.17.137.60,192,291,230,40
104.16.253.244,187,296,231,40
104.18.167.195,177,295,231,40
104.17.191.168,198,299,233,40
104.19.204.4,184,290,233,40
104.16.252.246,175,292,234,40
104.18.74.35,188,285,238,40
104.17.10.120,176,179,178,50
104.17.46.137,175,185,179,50
104.16.247.188,178,181,179,50
104.18.225.144,177,187,180,50
104.18.224.5,178,185,181,50
104.19.162.163,175,189,182,50
104.18.150.159,177,199,182,50
104.18.213.121,178,191,183,50
104.18.49.120,180,187,183,50
104.17.111.199,177,194,183,50
104.18.142.137,176,192,183,50
104.18.2.5,180,190,184,50
104.17.235.132,180,192,185,50
104.16.232.254,178,191,185,50
104.17.179.39,174,206,185,50
104.17.40.169,182,191,186,50
104.18.107.102,177,194,186,50
104.17.155.135,177,198,186,50
104.17.127.176,177,215,186,50
104.17.253.113,178,207,186,50
104.17.75.232,182,203,187,50
104.18.83.189,178,195,187,50
198.41.202.58,179,205,189,50
198.41.192.31,181,208,189,50
104.16.102.143,184,204,190,50
104.16.100.84,184,202,191,50
104.16.57.252,187,195,191,50
23.227.60.225,181,209,192,50
104.17.54.81,178,201,192,50
104.16.153.255,181,217,193,50
104.18.133.146,183,211,193,50
104.17.15.81,176,217,194,50
104.16.56.26,186,216,194,50
141.101.114.233,185,220,194,50
104.18.87.121,185,208,194,50
104.19.23.33,174,248,195,50
104.19.179.112,180,208,195,50
172.64.53.80,180,223,195,50
104.16.34.245,176,258,195,50
104.17.202.14,181,222,196,50
104.18.172.69,180,207,196,50
104.19.226.128,175,257,196,50
104.17.6.122,179,213,198,50
104.17.169.200,179,218,198,50
172.66.45.149,176,258,198,50
198.41.204.203,180,263,198,50
104.17.150.209,183,234,200,50
104.18.198.123,175,278,200,50
104.17.26.248,178,241,200,50
104.18.207.254,188,220,200,50
104.16.181.195,178,243,201,50
104.17.56.228,178,230,201,50
104.16.54.50,182,253,201,50
104.19.214.90,176,263,202,50
104.18.10.200,175,241,203,50
172.64.159.164,177,295,204,50
104.25.193.204,185,272,204,50
104.18.232.41,176,298,204,50
104.17.132.147,200,213,204,50
104.19.146.149,199,213,205,50
104.16.138.175,189,266,205,50
104.18.136.85,187,242,206,50
104.18.188.188,181,291,206,50
104.16.250.94,180,236,206,50
104.16.39.105,188,280,209,50
104.25.190.210,190,252,209,50
104.17.103.8,184,291,212,50
104.18.234.126,182,289,212,50
104.18.215.204,186,266,213,50
104.17.205.154,203,225,213,50
104.18.37.204,180,277,213,50
104.18.51.105,179,285,213,50
172.66.47.34,200,229,213,50
104.16.106.50,177,277,214,50
104.17.152.17,200,258,214,50
172.64.84.246,185,276,214,50
104.17.234.149,179,287,217,50
104.16.145.11,179,289,218,50
104.19.211.230,177,280,219,50
104.18.169.82,181,274,221,50
198.41.194.58,185,271,222,50
104.18.178.8,188,278,222,50
104.16.130.168,181,294,225,50
104.19.213.74,202,275,230,50
104.17.177.170,199,299,230,50
172.64.231.21,204,294,231,50
104.18.92.102,175,285,234,50
104.16.64.5,199,297,238,50
104.18.109.36,187,286,242,50
104.17.125.207,212,286,243,50
162.159.2.8,174,179,177,60
190.93.244.80,181,186,184,60
104.16.37.205,179,192,185,60
104.17.146.127,176,196,185,60
162.159.16.200,181,192,186,60
104.17.82.140,178,194,186,60
104.17.223.110,179,192,186,60
104.16.255.0,180,202,187,60
104.19.231.4,182,197,188,60
104.17.78.7,177,200,188,60
104.18.104.66,179,208,188,60
104.20.92.37,181,200,190,60
104.19.144.234,189,194,191,60
172.64.152.32,181,205,191,60
172.64.87.221,187,200,192,60
104.19.197.221,182,216,194,60
104.19.237.240,185,202,194,60
104.18.158.175,177,211,194,60
104.18.168.127,190,207,195,60
104.16.29.178,180,205,195,60
104.17.13.41,179,247,197,60
104.17.70.68,181,214,198,60
104.18.43.32,178,239,198,60
162.159.32.254,179,262,201,60
104.18.204.154,185,221,203,60
104.18.148.131,201,208,204,60
104.18.226.1,201,211,205,60
104.17.195.18,201,214,205,60
104.16.98.204,199,223,209,60
104.17.243.254,195,248,210,60
104.17.12.166,204,233,212,60
104.16.203.222,188,274,212,60
104.16.226.83,180,264,213,60
104.19.147.167,181,295,215,60
104.19.165.199,203,253,217,60
104.18.237.69,174,272,224,60
104.16.159.129,179,286,231,60
104.18.187.98,199,285,231,60
104.19.194.135,182,268,232,60
104.17.11.110,203,275,239,60
104.21.27.221,196,277,245,60
104.16.41.52,207,298,254,60
104.19.74.239,175,181,178,70
104.17.207.12,177,185,181,70
104.19.190.215,179,185,182,70
172.65.221.118,179,189,183,70
104.18.194.0,182,186,185,70
104.17.193.254,180,191,185,70
104.16.179.49,178,198,186,70
104.27.101.251,184,195,189,70
104.19.193.156,191,205,196,70
108.162.198.50,192,202,198,70
104.16.136.121,196,209,202,70
104.18.180.242,202,211,205,70
104.17.34.43,204,219,212,70
104.22.59.156,198,250,216,70
104.16.4.44,179,294,218,70
172.64.230.2,181,286,219,70
104.17.175.118,191,279,220,70
104.19.178.124,181,262,222,70
104.17.3.57,199,248,226,70
162.159.20.196,196,256,232,70
104.17.189.147,200,295,235,70
104.21.32.97,230,264,253,70
104.18.131.88,176,178,177,80
104.27.54.186,178,182,180,80
172.64.150.251,178,185,181,80
104.18.75.1,180,183,182,80
104.18.33.242,184,187,186,80
104.16.132.244,179,194,187,80
104.16.72.242,183,193,188,80
104.16.237.211,188,190,189,80
104.27.45.9,183,201,192,80
104.17.74.151,201,211,206,80
104.16.25.221,200,214,207,80
104.31.16.41,179,179,179,90
162.159.41.85,179,179,179,90
172.67.67.120,183,183,183,90
104.25.133.182,185,185,185,90
172.67.42.152,195,195,195,90
104.24.214.124,211,211,211,90
104.21.37.190,240,240,240,90
